----isotherm parameters----,
72.27642276,0.133793335
72.2195122,0.159453737
72.16260163,0.159453737
72.10569106,0.141776571
72.04878049,0.141776571
71.99186992,0.146908652
71.93495935,0.146908652
71.87804878,0.144057496
71.82113821,0.144057496
71.76422764,0.164585817
71.70731707,0.164585817
71.6504065,0.15090027
71.59349593,0.15090027
71.53658537,0.172569053
71.4796748,0.172569053
71.42276423,0.172569053
71.36585366,0.201080611
71.30894309,0.201080611
71.25203252,0.201650842
71.19512195,0.201650842
71.13821138,0.206212691
71.08130081,0.21533639
71.02439024,0.206212691
70.96747967,0.211915003
70.91056911,0.211915003
70.85365854,0.233013555
70.79674797,0.258103726
70.7398374,0.258103726
70.68292683,0.257533495
70.62601626,0.257533495
70.56910569,0.260384651
70.51219512,0.278061816
70.45528455,0.292887826
70.39837398,0.292887826
70.34146341,0.289466439
70.28455285,0.275210661
70.22764228,0.275210661
70.17073171,0.288325977
70.11382114,0.303151987
70.05691057,0.311135223
70,0.27977251
69.94308943,0.279202279
69.88617886,0.276351123
69.82926829,0.279202279
69.77235772,0.276351123
69.71544715,0.275210661
69.65853659,0.275210661
69.60162602,0.288896208
69.54471545,0.288896208
69.48780488,0.24498841
69.43089431,0.24042656
69.37398374,0.23529448
69.31707317,0.234724249
69.2601626,0.222179164
69.20325203,0.212485234
69.14634146,0.173709516
69.08943089,0.158313275
69.03252033,0.143487265
68.97560976,0.118397094
68.91869919,0.118397094
68.86178862,0.099579466
68.80487805,0.099009235
68.74796748,0.093306923
68.69105691,0.077340451
68.63414634,0.07677022
68.57723577,0.061373979
68.5203252,0.061373979
68.46341463,0.028870803
68.40650407,0.015755487
68.3495935,0.008342482
68.29268293,0.003780633
68.23577236,-0.005343066
68.17886179,-0.013326302
68.12195122,-0.03214393
68.06504065,-0.03214393
68.00813008,-0.03214393
67.95121951,-0.036135548
67.89430894,-0.040127166
67.83739837,-0.046399709
67.7804878,-0.048110402
67.72357724,-0.056093638
67.66666667,-0.071489879
67.6097561,-0.071489879
67.55284553,-0.045259246
67.49593496,-0.041267628
67.43902439,-0.03727601
67.38211382,-0.03727601
67.32520325,-0.053812714
67.26829268,-0.055523407
67.21138211,-0.061225719
67.15447154,-0.061225719
67.09756098,-0.056093638
67.04065041,-0.056093638
66.98373984,-0.056093638
66.92682927,-0.056093638
66.8699187,-0.050391327
66.81300813,-0.050391327
66.75609756,-0.068068493
66.69918699,-0.068068493
66.64227642,-0.064647106
66.58536585,-0.064647106
66.52845528,-0.080613578
66.47154472,-0.104563286
66.41463415,-0.104563286
66.35772358,-0.097150281
66.30081301,-0.097150281
66.24390244,-0.092588432
66.18699187,-0.092588432
66.1300813,-0.103993055
66.07317073,-0.103993055
66.01626016,-0.103993055
65.95934959,-0.092588432
65.90243902,-0.114257216
65.84552846,-0.096009819
65.78861789,-0.096009819
65.73170732,-0.069208955
65.67479675,-0.069208955
65.61788618,-0.114257216
65.56097561,-0.114257216
65.50406504,-0.110835829
65.44715447,-0.110835829
65.3902439,-0.110835829
65.33333333,-0.100001437
65.27642276,-0.065217337
65.2195122,-0.065217337
65.16260163,-0.083464734
65.10569106,-0.085745658
65.04878049,-0.10171213
64.99186992,-0.109695367
64.93495935,-0.109695367
64.87804878,-0.060085256
64.82113821,-0.060085256
64.76422764,-0.071489879
64.70731707,-0.071489879
64.6504065,-0.068068493
64.59349593,-0.068068493
64.53658537,-0.069779186
64.4796748,-0.069779186
64.42276423,-0.050391327
64.36585366,-0.050391327
64.30894309,-0.058374563
64.25203252,-0.073770804
64.19512195,-0.077762422
64.13821138,-0.078902884
64.08130081,-0.088026583
64.02439024,-0.085745658
63.96747967,-0.085745658
63.91056911,-0.065217337
63.85365854,-0.065217337
63.79674797,-0.068638724
63.7398374,-0.068638724
63.68292683,-0.068638724
63.62601626,-0.068068493
63.56910569,-0.068068493
63.51219512,-0.068068493
63.45528455,-0.084605196
63.39837398,-0.065217337
63.34146341,-0.065217337
63.28455285,-0.074911266
63.22764228,-0.102852593
63.17073171,-0.102852593
63.11382114,-0.051531789
63.05691057,-0.051531789
63,-0.046399709
62.94308943,-0.032714161
62.88617886,-0.032714161
62.82926829,-0.034424855
62.77235772,-0.034424855
62.71544715,0.008342482
62.65853659,0.026019647
62.60162602,0.026019647
62.54471545,0.035713577
62.48780488,0.073348833
62.43089431,0.073348833
62.37398374,0.06194421
62.31707317,0.06194421
62.2601626,0.082472531
62.20325203,0.096158079
62.14634146,0.101860391
62.08943089,0.101860391
62.03252033,0.125239868
61.97560976,0.128661255
61.91869919,0.165156048
61.86178862,0.18568437
61.80487805,0.18568437
61.74796748,0.18568437
61.69105691,0.189675988
61.63414634,0.218757777
61.57723577,0.218757777
61.5203252,0.22046847
61.46341463,0.219898239
61.40650407,0.227311244
61.3495935,0.25012049
61.29268293,0.264376269
61.23577236,0.293458057
61.17886179,0.323680308
61.12195122,0.301441294
61.06504065,0.301441294
61.00813008,0.298019907
60.95121951,0.320258922
60.89430894,0.320258922
60.83739837,0.386405735
60.7804878,0.400661514
60.72357724,0.387546197
60.66666667,0.411495906
60.6097561,0.411495906
60.55284553,0.411495906
60.49593496,0.417198217
60.43902439,0.443999081
60.38211382,0.451412086
60.32520325,0.443999081
60.26829268,0.451412086
60.21138211,0.506724508
60.15447154,0.506724508
60.09756098,0.494179423
60.04065041,0.494179423
59.98373984,0.515277975
59.92682927,0.515277975
59.8699187,0.527252829
59.81300813,0.534095603
59.75609756,0.571160628
59.69918699,0.544359764
59.64227642,0.544359764
59.58536585,0.607655422
59.52845528,0.607655422
59.47154472,0.599101955
59.41463415,0.599101955
59.35772358,0.628753974
59.30081301,0.628753974
59.24390244,0.628753974
59.18699187,0.643579984
59.1300813,0.66638923
59.07317073,0.678934316
59.01626016,0.678934316
58.95934959,0.737097893
58.90243902,0.728544426
58.84552846,0.728544426
58.78861789,0.742229974
58.73170732,0.78499731
58.67479675,0.78499731
58.61788618,0.78499731
58.56097561,0.810087481
58.50406504,0.821492104
58.44715447,0.821492104
58.3902439,0.821492104
58.33333333,0.858557128
58.27642276,0.884787761
58.2195122,0.884787761
58.16260163,0.900184002
58.10569106,0.942381108
58.04878049,0.942381108
57.99186992,0.942381108
57.93495935,0.974884283
57.87804878,1.026205087
57.82113821,1.026205087
57.76422764,1.045592946
57.70731707,1.062129649
57.6504065,1.123714614
57.59349593,1.123714614
57.53658537,1.124855076
57.4796748,1.155077327
57.42276423,1.155077327
57.36585366,1.160779639
57.30894309,1.243463156
57.25203252,1.245173849
57.19512195,1.253157085
57.13821138,1.267983095
57.08130081,1.293643497
57.02439024,1.299345808
56.96747967,1.326146673
56.91056911,1.346104763
56.85365854,1.352377306
56.79674797,1.362641466
56.7398374,1.397995798
56.68292683,1.420234813
56.62601626,1.429928742
56.56910569,1.430498973
56.51219512,1.455018913
56.45528455,1.489803013
56.39837398,1.54283451
56.34146341,1.548536822
56.28455285,1.580469766
56.22764228,1.630079876
56.17073171,1.635211957
56.11382114,1.64205473
56.05691057,1.68653276
56,1.741274951
55.94308943,1.742985644
55.88617886,1.792025523
55.82926829,1.827379855
55.77235772,1.832511935
55.71544715,1.832511935
55.65853659,1.832511935
55.60162602,1.871287653
55.54471545,1.923748919
55.48780488,1.954541401
55.43089431,1.98362319
55.37398374,2.039505843
55.31707317,2.04805931
55.2601626,2.120478666
55.20325203,2.138155832
55.14634146,2.147279531
55.08943089,2.147279531
55.03252033,2.190617098
54.97560976,2.210575188
54.91869919,2.24592952
54.86178862,2.249921138
54.80487805,2.256763912
54.74796748,2.287556394
54.69105691,2.309795409
54.63414634,2.321770263
54.57723577,2.353132976
54.5203252,2.390198001
54.46341463,2.437527187
54.40650407,2.482005216
54.3495935,2.485426603
54.29268293,2.526483246
54.23577236,2.539598563
54.17886179,2.543590181
54.12195122,2.576663587
54.06504065,2.590349135
54.00813008,2.618860693
53.95121951,2.626273698
53.89430894,2.636537858
53.83739837,2.645091326
53.7804878,2.731766461
53.72357724,2.742600853
53.66666667,2.748303164
53.6097561,2.806466741
53.55284553,2.826995063
53.49593496,2.842961535
53.43902439,2.851515002
53.38211382,2.890290721
53.32520325,2.925074821
53.26829268,2.925074821
53.21138211,2.941611524
53.15447154,2.942751987
53.09756098,2.986089554
53.04065041,2.987800248
52.98373984,3.045393594
52.92682927,3.045393594
52.8699187,3.051095905
52.81300813,3.055087523
52.75609756,3.097284629
52.69918699,3.099565553
52.64227642,3.101846478
52.58536585,3.146324508
52.52845528,3.205058316
52.47154472,3.223305713
52.41463415,3.23185918
52.35772358,3.280328828
52.30081301,3.341913793
52.24390244,3.359590958
52.18699187,3.40520945
52.1300813,3.431440083
52.07317073,3.437142395
52.01626016,3.508421289
51.95934959,3.560882555
51.90243902,3.562023017
51.84552846,3.583691801
51.78861789,3.619046132
51.73170732,3.633301911
51.67479675,3.636723298
51.61788618,3.640144685
51.56097561,3.732522131
51.50406504,3.739935136
51.44715447,3.743356523
51.3902439,3.797528483
51.33333333,3.821478191
51.27642276,3.859683678
51.2195122,3.874509688
51.16260163,3.891616623
51.10569106,3.936094652
51.04878049,3.958333667
50.99186992,3.981142913
50.93495935,3.993117767
50.87804878,4.061545506
50.82113821,4.072950129
50.76422764,4.122560239
50.70731707,4.125411395
50.6504065,4.131683937
50.59349593,4.143658791
50.53658537,4.165897806
50.4796748,4.204673525
50.42276423,4.228053002
50.36585366,4.232614851
50.30894309,4.248581323
50.25203252,4.269679876
50.19512195,4.314157906
50.13821138,4.33126484
50.08130081,4.342099232
50.02439024,4.353503855
49.96747967,4.391139111
49.91056911,4.432765985
49.85365854,4.433336216
49.79674797,4.452724075
49.7398374,4.454434769
49.68292683,4.485797482
49.62601626,4.512598346
49.56910569,4.549663371
49.51219512,4.57361308
49.45528455,4.575894004
49.39837398,4.58843909
49.34146341,4.611818567
49.28455285,4.664279833
49.22764228,4.691650928
49.17073171,4.726435028
49.11382114,4.774334445
49.05691057,4.775474907
49,4.776045138
48.94308943,4.78174745
48.88617886,4.825655248
48.82926829,4.874124896
48.77235772,4.881537901
48.71544715,4.894653218
48.65853659,4.933428936
48.60162602,4.988171127
48.54471545,4.996154363
48.48780488,4.996154363
48.43089431,5.01440176
48.37398374,5.044053779
48.31707317,5.078267649
48.2601626,5.078267649
48.20325203,5.083399729
48.14634146,5.111911286
48.08943089,5.146695387
48.03252033,5.14840608
47.97560976,5.2128422
47.91869919,5.233940753
47.86178862,5.237932371
47.80487805,5.261311848
47.74796748,5.293244793
47.69105691,5.298947104
47.63414634,5.314913576
47.57723577,5.319475426
47.5203252,5.395316169
47.46341463,5.3958864
47.40650407,5.409571947
47.3495935,5.409571947
47.29268293,5.439223967
47.23577236,5.439223967
47.17886179,5.442645354
47.12195122,5.468875987
47.06504065,5.517345635
47.00813008,5.55954274
46.95121951,5.572658057
46.89430894,5.585773373
46.83739837,5.585773373
46.7804878,5.615995624
46.72357724,5.615995624
46.66666667,5.615995624
46.6097561,5.619417011
46.55284553,5.658762961
46.49593496,5.695257754
46.43902439,5.695257754
46.38211382,5.698679141
46.32520325,5.716356307
46.26829268,5.723769312
46.21138211,5.748859483
46.15447154,5.748859483
46.09756098,5.748859483
46.04065041,5.765396186
45.98373984,5.771098497
45.92682927,5.774519884
45.8699187,5.798469593
45.81300813,5.832113231
45.75609756,5.846369009
45.69918699,5.862905713
45.64227642,5.862905713
45.58536585,5.880012647
45.52845528,5.902821893
45.47154472,5.916507441
45.41463415,5.916507441
45.35772358,5.907953974
45.30081301,5.907953974
45.24390244,5.959274777
45.18699187,5.963266395
45.1300813,5.988926797
45.07317073,5.994058878
45.01626016,5.99519934
44.95934959,6.03967737
44.90243902,6.03967737
44.84552846,6.05450338
44.78861789,6.06932939
44.73170732,6.077312626
44.67479675,6.079023319
44.61788618,6.110956264
44.56097561,6.126922736
44.50406504,6.140038052
44.44715447,6.140038052
44.3902439,6.161706836
44.33333333,6.16854961
44.27642276,6.186797007
44.2195122,6.190218394
44.16260163,6.23298573
44.10569106,6.276323298
44.04878049,6.279744684
43.99186992,6.296851619
43.93495935,6.337338031
43.87804878,6.337338031
43.82113821,6.329925026
43.76422764,6.329925026
43.70731707,6.365279357
43.6504065,6.374403056
43.59349593,6.388088603
43.53658537,6.412608543
43.4796748,6.418310854
43.42276423,6.437698713
43.36585366,6.487879055
43.30894309,6.508977607
43.25203252,6.511258532
43.19512195,6.523233386
43.13821138,6.559157949
43.08130081,6.583677888
43.02439024,6.587099275
42.96747967,6.593942049
42.91056911,6.593942049
42.85365854,6.607627596
42.79674797,6.624734531
42.7398374,6.624734531
42.68292683,6.661229325
42.62601626,6.725665445
42.56910569,6.714260822
42.51219512,6.714260822
42.45528455,6.72338452
42.39837398,6.738780761
42.34146341,6.765011394
42.28455285,6.79238249
42.22764228,6.806638268
42.17073171,6.811200118
42.11382114,6.824315434
42.05691057,6.84712468
42,6.863091152
41.94308943,6.885330167
41.88617886,6.885900398
41.82926829,6.918973805
41.77235772,6.934370046
41.71544715,6.958319755
41.65853659,6.969154146
41.60162602,6.979418307
41.54471545,6.983409925
41.48780488,6.983980156
41.43089431,6.994814548
41.37398374,7.004508478
41.31707317,7.014772639
41.2601626,7.028458186
41.20325203,7.038722347
41.14634146,7.08491107
41.08943089,7.10943101
41.03252033,7.137942567
40.97560976,7.138512798
40.91869919,7.143074648
40.86178862,7.154479271
40.80487805,7.181280135
40.74796748,7.22347724
40.69105691,7.257691109
40.63414634,7.25826134
40.57723577,7.257691109
40.5203252,7.25826134
40.46341463,7.261682727
40.40650407,7.33239139
40.3495935,7.360902947
40.29268293,7.365464797
40.23577236,7.374018264
40.17886179,7.379150344
40.12195122,7.407661902
40.06504065,7.417355831
40.00813008,7.433322304
39.95121951,7.445867389
39.89430894,7.46639571
39.83739837,7.469817097
39.7804878,7.469817097
39.72357724,7.507452353
39.66666667,7.531402062
39.6097561,7.558773157
39.55284553,7.584433559
39.49593496,7.612945116
39.43902439,7.627771126
39.38211382,7.64943991
39.32520325,7.666546845
39.26829268,7.677381236
39.21138211,7.700190483
39.15447154,7.734974583
39.09756098,7.770328914
39.04065041,7.770328914
38.98373984,7.778882381
38.92682927,7.840467346
38.8699187,7.869549134
38.81300813,7.886656069
38.75609756,7.927142481
38.69918699,7.93683641
38.64227642,7.947670802
38.58536585,7.993289294
38.52845528,8.05544449
38.47154472,8.057725414
38.41463415,8.071981193
38.35772358,8.108475987
38.30081301,8.152383786
38.24390244,8.152383786
38.18699187,8.159796791
38.1300813,8.202564127
38.07317073,8.222522217
38.01626016,8.257306317
37.95934959,8.300643885
37.90243902,8.332006598
37.84552846,8.34797307
37.78861789,8.37249301
37.73170732,8.396442718
37.67479675,8.439780286
37.61788618,8.471142999
37.56097561,8.499084326
37.50406504,8.513340104
37.44715447,8.579486918
37.3902439,8.606858013
37.33333333,8.666162053
37.27642276,8.692392686
37.2195122,8.71919355
37.16260163,8.765952504
37.10569106,8.795034293
37.04878049,8.8281077
36.99186992,8.858900182
36.93495935,8.893114051
36.87804878,8.951277629
36.82113821,8.978078493
36.76422764,8.996896121
36.70731707,9.066464321
36.6504065,9.092124723
36.59349593,9.117214894
36.53658537,9.150858532
36.4796748,9.150858532
36.42276423,9.150858532
36.36585366,9.208451878
36.30894309,9.28372239
36.25203252,9.302540018
36.19512195,9.309382792
36.13821138,9.370397525
36.08130081,9.443387112
36.02439024,9.486154449
35.96747967,9.520938549
35.91056911,9.548879875
35.85365854,9.589366287
35.79674797,9.669768879
35.7398374,9.686305583
35.68292683,9.692578125
35.62601626,9.757014245
35.56910569,9.796360195
35.51219512,9.826012215
35.45528455,9.865928395
35.39837398,9.921811048
35.34146341,9.968570003
35.28455285,10.01304803
35.22764228,10.08717808
35.17073171,10.11797056
35.11382114,10.14762258
35.05691057,10.17670437
35,10.22631448
34.94308943,10.25026419
34.88617886,10.32496447
34.82926829,10.38027689
34.77235772,10.39852429
34.71544715,10.42874654
34.65853659,10.47322457
34.60162602,10.53652023
34.54471545,10.55989971
34.48780488,10.66938409
34.43089431,10.70416819
34.37398374,10.72412628
34.31707317,10.77715778
34.2601626,10.83361066
34.20325203,10.86896499
34.14634146,10.92883926
34.08943089,10.97217683
34.03252033,11.03376179
33.97560976,11.12442855
33.91869919,11.17746004
33.86178862,11.2059716
33.80487805,11.23904501
33.74796748,11.32572014
33.69105691,11.3890158
33.63414634,11.42836175
33.57723577,11.46371608
33.5203252,11.50477272
33.46341463,11.56350653
33.40650407,11.6159678
33.3495935,11.67527184
33.29268293,11.73742703
33.23577236,11.8155487
33.17886179,11.8594565
33.12195122,11.91533915
33.06504065,11.94955302
33.00813008,12.08355734
32.95121951,12.11549029
32.89430894,12.19190126
32.83739837,12.27971686
32.7804878,12.31792235
32.72357724,12.33731021
32.66666667,12.44451366
32.6097561,12.52548649
32.55284553,12.57851798
32.49593496,12.68458098
32.43902439,12.80432952
32.38211382,12.85393963
32.32520325,12.8972772
32.26829268,13.0455373
32.21138211,13.09058556
32.15447154,13.15331098
32.09756098,13.27305952
32.04065041,13.3660072
31.98373984,13.44298841
31.92682927,13.55931556
31.8699187,13.66195717
31.81300813,13.72411237
31.75609756,13.81192796
31.69918699,13.89004963
31.64227642,13.93908951
31.58536585,13.99953401
31.52845528,14.17459498
31.47154472,14.20880884
31.41463415,14.29377329
31.35772358,14.41010044
31.30081301,14.48879234
31.24390244,14.56406285
31.18699187,14.672977
31.1300813,14.72543827
31.07317073,14.80127901
31.01626016,14.91760617
30.95934959,15.02937147
30.90243902,15.11832753
30.84552846,15.23579515
30.78861789,15.54257951
30.73170732,15.60872632
30.67479675,15.70737631
30.61788618,15.80830722
30.56097561,15.87046242
30.50406504,15.89840375
30.44715447,15.98393842
30.3902439,16.14816499
30.33333333,16.23940197
30.27642276,16.33120919
30.2195122,16.51653431
30.16260163,16.63172101
30.10569106,16.7195366
30.04878049,17.02575073
29.99186992,17.16374667
29.93495935,17.312577
29.87804878,17.43574693
29.82113821,17.58799865
29.76422764,17.72827551
29.70731707,17.87482492
29.6504065,18.04418357
29.59349593,18.18959251
29.53658537,18.27455695
29.4796748,18.43935376
29.42276423,18.65262021
29.36585366,18.80658262
29.30894309,19.10424328
29.25203252,19.26333777
29.19512195,19.38536724
29.13821138,19.5073967
29.08130081,19.66934235
29.02439024,19.88545996
28.96747967,20.07591716
28.91056911,20.2486972
28.85365854,20.48534313
28.79674797,20.7100142
28.7398374,20.88735609
28.68292683,21.06298728
28.62601626,21.20839623
28.56910569,21.57961671
28.51219512,21.80371755
28.45528455,22.01584354
28.39837398,22.22968022
28.34146341,22.41671604
28.28455285,22.61173509
28.22764228,22.85237264
28.17073171,23.08274602
28.11382114,23.21846104
28.05691057,23.39295177
28,23.57827689
27.94308943,23.7231156
27.88617886,23.94835691
27.82926829,24.30132999
27.77235772,24.53740569
27.71544715,24.8139678
27.65853659,25.01868078
27.60162602,25.21427007
27.54471545,25.3887608
27.48780488,25.58948216
27.43089431,25.80617
27.37398374,26.01430437
27.31707317,26.19563788
27.2601626,26.44254797
27.20325203,26.65638465
27.14634146,26.92610398
27.08943089,27.40566838
27.03252033,27.61437298
26.97560976,27.90176948
26.91869919,28.19144691
26.86178862,28.40699428
26.80487805,28.65162345
26.74796748,28.9509948
26.69105691,29.2988358
26.63414634,29.58110022
26.57723577,29.82116754
26.5203252,30.14220768
26.46341463,30.46952036
26.40650407,30.73980992
26.3495935,31.23876218
26.29268293,31.54554654
26.23577236,31.93615488
26.17886179,32.3393083
26.12195122,32.72022271
26.06504065,33.01503222
26.00813008,33.26536369
25.95121951,33.51797609
25.89430894,33.80708329
25.83739837,34.16119683
25.7804878,34.53298754
25.72357724,34.87512623
25.66666667,35.20471984
25.6097561,35.51321489
25.55284553,36.15529517
25.49593496,36.48431854
25.43902439,36.8772078
25.38211382,37.21307395
25.32520325,37.51643693
25.26829268,37.81409759
25.21138211,38.23492818
25.15447154,38.62325559
25.09756098,38.99162491
25.04065041,39.34060638
24.98373984,39.59036762
24.92682927,39.87035112
24.8699187,40.28034732
24.81300813,41.27939229
24.75609756,41.8085668
24.69918699,42.21970346
24.64227642,42.68558231
24.58536585,43.07048834
24.52845528,43.45368367
24.47154472,43.82547438
24.41463415,44.18985209
24.35772358,44.67911042
24.30081301,45.28070428
24.24390244,45.82071318
24.18699187,46.31909521
24.1300813,46.78896568
24.07317073,47.78230834
24.01626016,48.40614122
23.95934959,49.02883364
23.90243902,49.57454485
23.84552846,50.07919942
23.78861789,50.64886034
23.73170732,51.20540594
23.67479675,51.82524721
23.61788618,52.49412835
23.56097561,53.09572221
23.50406504,53.56160106
23.44715447,54.03660361
23.3902439,54.60797522
23.33333333,55.89555716
23.27642276,56.51710912
23.2195122,57.10900905
23.16260163,57.58743299
23.10569106,57.98032225
23.04878049,58.31162655
22.99186992,58.65775686
22.93495935,59.14245334
22.87804878,59.52907006
22.82113821,59.69842871
22.76422764,59.80962379
22.70731707,59.82787118
22.6504065,59.86094459
22.59349593,60.06337665
22.53658537,60.1979512
22.4796748,60.24528039
22.42276423,60.2675194
22.36585366,60.27436218
22.30894309,60.30458443
22.25203252,60.39810234
22.19512195,60.53552804
22.13821138,60.72997687
22.08130081,60.91016991
22.02439024,61.02592683
21.96747967,61.14624561
21.91056911,61.25915137
21.85365854,61.4957973
21.79674797,61.51347447
21.7398374,61.51689585
21.68292683,61.54255626
21.62601626,61.57734036
21.56910569,61.57734036
21.51219512,61.54027533
21.45528455,61.54027533
21.39837398,61.618397
21.34146341,61.65660249
21.28455285,61.67941173
21.22764228,61.78262357
21.17073171,62.0358062
21.11382114,62.62770614
21.05691057,62.7862304
21,62.91054079
20.94308943,63.04853673
20.88617886,63.10042776
20.82926829,63.17683874
20.77235772,63.25324971
20.71544715,63.32852022
20.65853659,63.44997946
20.60162602,63.47392917
20.54471545,63.52981182
20.48780488,63.67236961
20.43089431,63.93125455
20.37398374,64.39428224
20.31707317,64.39428224
20.2601626,64.39428224
20.20325203,64.4501649
20.14634146,64.58987153
20.08943089,64.78260966
20.03252033,64.89551543
19.97560976,64.98447149
19.91869919,65.059742
19.86178862,65.18918447
19.80487805,65.27928099
19.74796748,65.36823705
19.69105691,65.62141968
19.63414634,65.81301735
19.57723577,65.95044306
19.5203252,66.04852281
19.46341463,66.13462772
19.40650407,66.24582279
19.3495935,66.32622539
19.29268293,66.45623809
19.23577236,66.55773923
19.17886179,66.64669529
19.12195122,66.68433055
19.06504065,66.69345425
19.00813008,66.7493369
18.95121951,67.08577328
18.89430894,67.23688453
18.83739837,67.32013828
18.7804878,67.38571486
18.72357724,67.47181977
18.66666667,67.55963537
18.6097561,67.70504431
18.55284553,67.85330441
18.49593496,68.03577838
18.43902439,68.25132575
18.38211382,68.32203442
18.32520325,68.36309106
18.26829268,68.44292342
18.21138211,68.87858002
18.15447154,69.03482335
18.09756098,69.14943982
18.04065041,69.2572135
17.98373984,69.3798132
17.92682927,69.54860162
17.8699187,69.72537328
17.81300813,69.91354956
17.75609756,70.14962526
17.69918699,70.37144517
17.64227642,70.52312666
17.58536585,70.69818762
17.52845528,70.83219194
17.47154472,71.10647313
17.41463415,71.18801618
17.35772358,71.24789045
17.30081301,71.36535807
17.24390244,71.51076701
17.18699187,71.64477133
17.1300813,71.74513202
17.07317073,71.76794126
17.01626016,71.82610484
16.95934959,71.95269616
16.90243902,72.02967736
16.84552846,72.07700655
16.78861789,72.14429382
16.73170732,72.2811493
16.67479675,72.40488946
16.61788618,72.47730882
16.56097561,72.52064638
16.50406504,72.59363597
16.44715447,72.68829434
16.3902439,72.73163191
16.33333333,72.73163191
16.27642276,72.68715388
16.2195122,72.68715388
16.16260163,72.68772411
16.10569106,72.7168059
16.04878049,72.76299462
15.99186992,72.78979549
15.93495935,72.81887727
15.87804878,72.87533016
15.82113821,72.9072631
15.76422764,73.00363217
15.70731707,73.05780413
15.6504065,73.05780413
15.59349593,73.05780413
15.53658537,73.05096135
15.4796748,73.02302003
15.42276423,73.02302003
15.36585366,73.07034921
15.30894309,73.07034921
15.25203252,73.0389865
15.19512195,73.03328419
15.13821138,73.02302003
15.08130081,73.00249171
15.02439024,73.00249171
14.96747967,73.01902841
14.91056911,73.01902841
14.85365854,73.01902841
14.79674797,73.03385442
14.7398374,73.08346453
14.68292683,73.1707099
14.62601626,73.24541018
14.56910569,73.37371219
14.51219512,73.61434973
